0010030000;NUESTRA SE¥ORA DEL HUERTO;30678393661;huertosf@hotmail.com;0342;4593906;Norte
0010090000;SAN JOSE ADORATRICES;30678383259;institutoadoratrices@arnet.com.ar;0342;4538271;Norte
0010250000;NUESTRA SE¥ORA DE LA MISERICORDIA;30674292135;misericordia_rafaela@hotmail.com;03492;424365;Norte
0010330000;SAN JOSE;30654113269;institutosanjosec23@hotmail.com;03482;420464;Norte
0010350000;NUESTRA SE¥ORA DE GUADALUPE;33687031909;prim1035_santafe@santafe.edu.ar;0342;4525489;Norte
0010380000;NUESTRA SE¥ORA DEL CALVARIO;30710000502;tesoreriacalvario@gigared.com;0342;4533977;Norte
0010420000;SAGRADA FAMILIA;33628692969;colesagflia@gmail.com;0342;4595401;Norte
0010430000;SAN JOSE;30674295037;primario@sanjosesunchales.com.ar;03493;423890;Norte
0010500000;SAN JOSE;30707846212;colegiosanjoseadm@gmail.com;0342;4601226;Norte
0010550000;SAGRADO CORAZON;30707898107;schreiber.alicia@gmail.com;03404;420055;Norte
0010560000;SAN JUAN BAUTISTA;30674416314;yazaNone@hotmail.com;03483;420215;Norte
0010600000;LA INMACULADA;30674300332;lainmaculada@zeNon-pereyra.com.ar;03564;492266;Norte
0010730000;SAGRADO CORAZON DE JESUS;33674854779;escuela_1073@hotmail.com;03401;480108;Norte
0010750000;25 DE MAYO;30674278736;prim1075_rafaela@santafe.edu.ar;03492;423225;Norte
0010880000;SANTA CLARA;30674300405;colegio1088@hotmail.com;03492;490033;Norte
0011020000;DON BOSCO;30678390387;analiar_05@hotmail.com;0342;4893453;Norte
0011210000;SAN JOSE;30674415709;epi1121@yahoo.com.ar;03405;424267;Norte
0011230000;ANTONIA MARIA VERNA;30707320393;colegioverna@gmail.com;3000;0342-4602618;Norte
0011330000;FRANCISCO RAMOS MEJIA;30686957477;leandrogenta@hotmail.com;0342;4550239;Norte
0011340000;NUESTRA SE¥ORA DE GUADALUPE;30633613717;prim1134_calchaqui@santafe.edu.ar;03483;470243;Norte
0011350000;PRESBITERO ALCIDES C.FRENCIA;30515488614;insfrencia1135@hotmail.com;0342;4940148;Norte
0011360000;SAN JOSE;30655779767;isanjose@tostado.com.ar;03491;470469;Norte
0011410000;SANTA MARTA;30674298869;;03493;497011;Norte
0011450000;NUESTRA SE¥ORA DE LOURDES;33632909859;jprodriguezdastugue@hotmail.com;0342;4881735;Norte
0011470000;NUESTRA SE¥ORA DE GUADALUPE;;cbortolozzi@gmail.com;;;Norte
0011490000;NUESTRA SE¥ORA DE LUJAN;30687033058;mapiastafe@yahoo.com.ar;342;4696124;Norte
0011690000;NINo JESUS;30686985861;spep1169@gmail.com;0342;4539728;Norte
0011740000;SANTA LUCIA;30687021807;prim1174_santafe@santafe.edu.ar;0342;4580624;Norte
0012010000;NUESTRA SE¥ORA DE FATIMA;30674293980;jardin1201@cooptacural.com.ar;03493;492387;Norte
0012130000;SAN CARLOS;30638133225;jardinsancarlos@soon.com.ar;03493;422840;Norte
0012150000;CEFERINo NAMUNCURA;30687026477;jardin1215_santafe@santafe.edu.ar;0342;4891081;Norte
0012350000;SAN JOSE ADORATRICES;30678383259;institutoadoratrices@arnet.com.ar;0342;4538271;Norte
0012430000;DON BOSCO;30678390387;analiar_05@hotmail.com;0342;4897314;Norte
0012440000;ESCUELA CRISTIANA EVANGELICA;30637298670;;0342;4550478;Norte
0012480000;HOGAR DE LA ESPERANZA;;;03482;663996;Norte
0012530000;AMABILI DI BIN DE DUSSO;30-67702449;jardin1253@gmail.com;0342;45882505;Norte
0012560000;JUAN PABLO II;30707846190;colegiosanjoseadm@gmail.com;0342;4607074;Norte
0012590000;DANTE ALIGHIERI;30538961422;uybda@arnetbiz.com.ar;342;4525944;Norte
0012600000;APADIR;30644795639;mariela@hym.com.ar;03492;504666;Norte
0012760000;SAN JOSE;33674295109;jardin@sanjosesunchales.com.ar;03493;423890;Norte
0012870000;LUIS GONZAGA;30687029441;spep1287@gmail.com;0342;4884605;Norte
0013040000;PAZ,PAN Y TRABAJO;30692333647;;0342;4582471;Norte
0013140000;COLEGIO DE LA INMAC.CONCEPCION;;sebastianboNo@colegioinmaculda.edu.ar;;;Norte
0013220000;VIRGEN DEL ROSARIO;33628692969;colesagflia@gmail.com;0342;4595401;Norte
0013280000;SAPE;30630789148;;03496;410068;Norte
0013410000;SANTA RITA DE CASIA;30687029131;admin.santaritadecasia@gmail.com;0342;4891833;Norte
0014000000;NUESTRA SE¥ORA DE COVADONGA;34687033363;sueldoscovadonga@gmail.com;0342;4526542;Norte
0014150000;SANTA MONICA;30687029689;spep1415@gmail.com;0342;154876113;Norte
0014290000;DRA.SARA FAISAL;30554535905;especial1429_santafe@santafe.edu.ar;0342;4597812;Norte
0014390000;JESUS RESUCITADO;30699840714;spep1439@gmail.com;0342;4838049;Norte
0014400000;JULIO MIGNo;;emiliajbouvet@hotmail.com;;;Norte
0014410000;ALBERTO MONTI;30699914866;albertomonti1441@gmail.com;0342;4842739;Norte
0014460000;CRECER SANTO TOME;;administracioncrecer@gmail.com;;;Norte
0014540000;DR. OSCAR ABDALA;30637298670;;0342;4550478;Norte
0014550000;SANTA RITA DE CASIA;30707235566;admin.santaritadecasia@gmail.com;0342;4899815;Norte
0014700000;ANTONIA MARIA VERNA;30707320393;colegioverna@gmail.com;0342;4602618;Norte
0014750000;JARDIN SAGRADO CORAZON;30710021089;jardindeinfantes_1475@hotmail.com;03401;481370;Norte
0014860000;LOS TRIGALES;30709776904;vylestudiocontable@gmail.com;03498;426967;Norte
0014900000;JARDIN JERARQUICOS SALUD;3068695518-;jardin1490_santafe@santafe.edu.ar;342;4504858;Norte
0014910000;JARDIN NTRA SE%ORA DE LOS SIN TECHO;30711623791;emilsepapini@yahoo.com.ar;0342;4534198;Norte
0014920000;JARDIN DIVINo NI%O;30711623759;emilsepapini@yahoo.com.ar;0342;4607815;Norte
0014940000;CENTRO EDUCATIVO JERARQUICOS;30686955180;vmendez@jerarquicos.com;0342;4504858;Norte
0020270000;JOSE MANUEL ESTRADA;30687025551;etp27jm@arnetbiz.com.ar;03496;420077;Norte
0020420000;JESUS RESUCITADO;30687030911;escuela2042@gmail.com;0342;4838049;Norte
0020470000;LOS COLONIZADORES;30631838185;sec2047_santodomingo@santafe.edu.ar;03497;498074;Norte
0020520000;Dr. ALCIDES EDGARDO RIVERO;30684395897;sec2052_ambrosetti@santafe.edu.ar;03491;492107;Norte
0020570000;SAN JOSE DE CALASANZ;33634247179;sec2057_malabrigo@santafe.edu.ar;03482;454046;Norte
0020580000;7 DE MAYO;30687033120;escuela_2058@hotmail.com;0342;4884725;Norte
0020620000;22 DE NoVIEMBRE;30674285007;spep2062@gmail.com;03492;422596;Norte
0030020000;FRAY JUSTO STA.MA.DE ORO;30549527848;emedifjsm@hi-link.com.ar;03564;492285;Norte
0030030000;MARIANo MORENo;30674415636;edempi@cosemar.com.ar;03483;498255;Norte
0030250000;CRISTO OBRERO;30687026094;sec3025_santafe@santafe.edu.ar;0342;4535591;Norte
0030300000;ASOCIACION DE CULTURA;30687027082;adecultura@lenet.com.ar;03498;480292;Norte
0030340000;INMACULADA CONCEPCION;30674415873;estudiocontablereniero@gmail.com;03482;496595;Norte
0030440000;CRISTIANA EVANGELICA;30637298670;direccion3044@eceasantafe.edu.ar;0342;4550478;Norte
0030480000;FRANCISCO RAMOS MEJIA;30686957477;leandrogenta@hotmail.com;0342;4550239;Norte
0030530000;SAN FRANCISCO JAVIER;30643162888;sanfrancisco.escuela@yahoo.com.ar;03405;424780;Norte
0030870000;SAN JOSE ADORATRICES;30678383259;institutoadoratrices@arnet.com.ar;0342;4538271;Norte
0031060000;SAN RITA DE CASIA;30707370161;admin.santaritadecasia@gmail.com;0342;4897474;Norte
0031070000;DRA. SARA FAISAL;30554535905;;0342;4596997;Norte
0031090000;SAGRADA FAMILIA;33628692969;colesagflia@gmail.com;0342;4595401;Norte
0031240000;ESCUELA DE LA FAMILIA AGRICOLA;33710027469;estudiocontablereniero@gmail.com;03482;496595;Norte
0031280000;25 DE MAYO SECUNDARIA;30711045534;sec3128_rafaela@santafe.edu.ar;03492;423225;Norte
0031310000;SAN EUGENIO DE MAZENoD;30711164355;mapiastafe@yahoo.com.ar;0342;4698072;Norte
0031380000;SANTA LUCIA SEC. PART. INCORP.;30711033579;sec3138_santafe@santafe.edu.ar;0342;4580753;Norte
0031560000;ESCUELA DE LA NUEVA CULTURA;;;0342;4904151;Norte
0040010000;ESTELA GUINLE DE CERVERA;30638199935;institutocervera@gmail.com;0342;4599031;Norte
0040030000;SAN JOSE;30674295274;ispi4003@sanjosesunchales.com.ar;03493;423890;Norte
0040100000;INST.DE CIENCIAS COMERCIALES;30555789692;gerencia@adesantafe.org.ar;0342;4524070;Norte
0040230000;LOS COLONIZADORES;30631838185;ispi4023.sd@gmail.com;03497;498074;Norte
0040260000;SANTISIMA VIRGEN NINA;30-65439629;dan@vocampo.com.ar;03482;466663;Norte
0040270000;INMACULADA CONCEPCION;30674415946;estudiocontablereniero@gmail.com;03482;496595;Norte
0040320000;CRISTO REY;30674386245;superior4032_malabrigo@santafe.edu.ar;03482;454802;Norte
0040330000;INST.SUP.ADM.BANCARIA Y C.EXT.;30999277833;superior4033_santafe@santafe.edu.ar;0342;4598751;Norte
0040350000;BRIG.GRAL.ESTANISLAO LOPEZ;30692341070;instituto4035@fibertel.com.ar;0342;4541589;Norte
0040440000;SOL;30648560725;administrasol@arnetbiz.com.ar;0342;4525035;Norte
0040500000;MONSE¥OR VICENTE F. ZAZPE;30684390534;ispi4050@suardi.com.ar;03562;477070;Norte
5618000000;SAMCO SASTRE Y ORTIZ;;samcosastre@sastrenet.com.ar;;;Norte
5500120000;COMITE DE SUB-CUENCA CARRIZALES;30711586527;nfo@comitecarrizales.com.ar;03401;471647;Norte
0040720000;AGENTES DE PROPAGANDAS MEDICAS;30547122816;apmgremialsantafe@gmail.com;0342;4598053;Norte
0040840000;CENTRO EDUC.TEC.PARA EL DIAGN.(EDUTEC);33707362249;instituto@ceted.arnetbiz.com.ar;0342;4563958;Norte
0040860000;INST. SUP. DE ESP. PROFESIONAL;30686955180;institutosuperior@jerarquicos.com;0342;4504858;Norte
0040870000;INSTITUTO DE NIVEL SUPERIOR;;tesoreriasadop@sadopsantafe.org.ar;;;Norte
0040970000;I.S.P.A MECANICA DENTAL;33709042969;cpn@cpnconsultores.com.ar;0341;4250480;Norte
0080020000;SAN JOSE;30529090966;colegiosanjoseadm@gmail.com;0342;4601226;Norte
0080030000;INMACULADA CONCEPCION;;sebastianboNo@colegioinmaculda.edu.ar;;;Norte
0080160000;NUESTRA SE¥ORA DEL HUERTO;27166176854;mariana.inga@hotmail.com;0342;4593906;Norte
0080220000;NUESTRA SE¥ORA DE LA MISERICORDIA;30674292062;misericordia_rafaela@hotmail.com;03492;424365;Norte
0080230000;SAN JOSE;33674372499;;03482;0420464;Norte
0080310000;NUESTRA SE¥ORA DEL CALVARIO;30710000502;tesoreriacalvario@gigared.com;0342;4533977;Norte
0080800000;JUAN BAUTISTA ALBERDI;30611657605;alberdi_sastre@hotmail.com;03406;480559;Norte
0080890000;ANTONIA MARIA VERNA;30707320393;colegioverna@gmail.com;0342;4602618;Norte
0080900000;PARROQUIAL SAN AGUSTIN;30536428069;eempi8090@carpell.com;03401;480332;Norte
0081030000;JOSE MANUEL ESTRADA;30537746668;sec8103_piamonte@santafe.edu.ar;03401;455175;Norte
0081070000;SAN JOSE;30674295347;admisj@sanjosesunchales.com.ar;03493;423890;Norte
0081150000;SAN ANTONIO;30678395958;sec8115_gobernadorcrespo@santafe.edu.ar;03498;480245;Norte
0081160000;NUESTRA SE¥ORA DE GUADALUPE;30633613717;sec8116_calchaqui@santafe.edu.ar;03483;470243;Norte
0081180000;PEDRO LUCAS FUNES;30674296262;eempi8118@coopmail.com.ar;03492;470540;Norte
0081220000;NUESTRA SE¥ORA DE LOURDES;30692412083;jprodriguezdastugue@hotmail.com;0342;4890912;Norte
0081240000;CORAZON DE JESUS;30686997878;corazondejesus8124@hotmail.com;03404;420055;Norte
0081250000;JOSE MANUEL ESTRADA;30543791810;jmestrada@ltoscas.com.ar;03482;492250;Norte
0081360000;NUESTRA SE¥ORA DE GUADALUPE;30678395648;sec8136_santafe@santafe.edu.ar;0342;4525489;Norte
0081380000;JUSTO JOSE DE URQUIZA;30543688041;eempi8138@gmail.com;03406;498253;Norte
0081500000;NUESTRA SE¥ORA DE GUADALUPE;;cbortolozzi@gmail.com;;;Norte
0081610000;MARIANo MORENo;30544894931;EEMPI8161@cablenettv.com.ar;03404;493221;Norte
0082020000;ESC.FAMILIA AGRICOLA;;efamoussy@hotmail.com.ar;;;Norte
0082050000;ESC. FAMILIA AGRICOLA;30609474021;sec8205_tostado@santafe.edu.ar;06491;479091;Norte
0082110000;ESC.FAMILIA AGRICOLA;30600414638;efa-espin@cosemar.com.ar;03483;498612;Norte
